id,text,type
LAPSKv,"Gross pay, payroll taxes and preliminary tax from employers monthly tax returns, by industry for the private sector. Quarter 2000K1 - 2008K4",t
LAPSKvGr07,"Gross pay, payroll taxes and preliminary tax withheld by employers, by industry Nace Rev. 2 (aggr. level), for the private sector (not updated). Quarter 2009K1 - 2015K1",t
LAPSKvSNI2007,"Gross pay, payroll taxes and preliminary tax withheld by employers, by industry NACE Rev. 2, for the private sector (not updated). Quarter 2013K1 - 2015K1",t
LAPSSektorKv,"Gross pay, payroll taxes and preliminary tax from employers monthly tax returns, by sector (not updated). Quarter 2005K1 - 2015K1",t
BefSyssAldKonKN,"Population 16-74 years (RAMS) by region, employment, age and sex. Year 2019 - 2021",t
BefSyssFoIaAldRN,"Population 16-74 years (RAMS) at national level, employment, country of birth, latest year of immigration, age and sex. Year 2019 - 2021",t
NattSni07KonKN,"Gainfully employed 16-74 years by region of residence (RAMS), by region, industry SNI2007 and sex. Year 2019 - 2021",t
NattSektAldKN,"Gainfully employed 16-74 years by region of residence (RAMS), by region, sector, age and sex. Year 2019 - 2021",t
NattSni07FoRN,"Gainfully employed 16-74 years by region of residence (RAMS), at national level, industry SNI2007, region of birth and sex.  Year 2019 - 2021",t
NattSNI07YrkstAldRN,"Gainfully employed 16-74 years by region of residence (RAMS), at national level, industry SNI2007, status in employment, age and sex. Year 2019 - 2021",t
RamsForvInt04N,"Gainful employment rate 20-64 years by region, born in Sweden and foreign born and sex. Year 2019 - 2021",t
DagSni07KonKN,"Gainfully employed 16-74 years by region of work (RAMS), by region, industry SNI 2007 and sex. Year 2019 - 2021",t
DagSektAldKN,"Gainfully employed 16-74 years by region of work (RAMS), by region, sector, age and sex. Year 2019 - 2021",t
DagSni07YrkstAldRN,"Gainfully employed 16-74 years by region of work (RAMS), at national level, industry SNI 2007, status in employment, age and sex. Year 2019 - 2021",t
PendlingKN,"Gainfully employed commuters 16-74 years , leaving or coming into the municipality, by municipality and sex. Year 2019 - 2021",t
AM0207PendlKomA04N,"Gainfully employed commuters by municipality 16-74 years by municipality of residence, municipality of work and sex. Year 2019 - 2021",t
ForvUtlAlderN,Share of gainfully employed foreign born age 20-64 by age group. Year 2019 - 2021,t
ForetBolFormN,"Number of self-employed by region, form of company and sex. Year 2019 - 2021",t
ForvFodRegN,Share of gainfully employed age 20-64 by region of birth. Year 2019 - 2021,t
NattDeSoBra,"Gainfully employed nighttime population aged 16+ years, by region and industry (SNI07). Year 2018",t
NattDeSoSekt,"Gainfully employed nighttime population aged 16+ years, by region, sector, and sex. Year 2018",t
BefDeSoSyss,"Population aged 20-64, by region, employment and sex. Year 2018",t
BefDeSoSyssN,"Population aged 20-64 year, by region, employment, and sex, new time series. Year 2019 - 2021",t
NattDeSoBraN,"Gainfully employed nighttime population aged 16-74 years, by region and industry (SNI07), new time series. Year 2019 - 2021",t
NattDeSoSektN,"Gainfully employed nighttime population aged 16-74, by region, sector, and sex, new time times. Year 2019 - 2021",t
BefSyssAldKonK,"Population 16+ years (RAMS) by region, employment, age and sex. Year 2004 - 2018",t
BefSyssMbAldR,"Population 16+ years (RAMS) at national level, employment, country of citizenship, age and sex. Year 2004 - 2018",t
BefSyssFoIaAldR,"Population 16+ years (RAMS) at national level, employment, country of birth, latest year of immigration, age and sex. Year 2004 - 2018",t
AMPAK2,"Population 16+ years (RAMS) by region, employment, age and sex. 1993-2003 1993 - 2003",t
RAMSBefSyssMbAldR,"Population 16+ years (RAMS) at national level, employment, country of citizenship, age and sex. 1993-2003 1993 - 2003",t
RAMSBefSyssFOIaAldR,"Population 16+ years (RAMS) at national level, employment, country of birth, latest year of immigration, age and sex. 1993-2003 1993 - 2003",t
PendlingK,"Gainfully employed commuters 16+ years , leaving or coming into the municipality, by municipality and sex 2004 - 2018",t
PendlingK9303,"Gainfully employed commuters, 16+ years , leaving or coming into the municipality, by municipality and sex. Year 1993-2003 1993 - 2003",t
PendlingL,"Gainfully employed commuters 16+ years , leaving or coming into the county, by county and sex 2004 - 2018",t
PendlingL9303,"Gainfully employed commuters, 16+ years , leaving or coming into the county, by county and sex. Year 1993-2003  1993 - 2003",t
AM0207PendlKomA04,"Gainfully employed commuters by municipality 16+ years by municipality of residence, municipality of work and sex. Year 2004 - 2018",t
AM0207PendlKomA9303,"Gainfully employed commuters by municipality 16+ years by municipality of residence, municipality of work and sex. Year 1993-2003 1993 - 2003",t
AM0207PendlLanA04,"Gainfully employed commuters by county 16+ years by county of residence, county of work and sex. Year 2004 - 2018",t
AM0207PendlLanA9303,"Gainfully employed commuters by county 16+ years by county of residence, county of work and sex. Year 1993-2003 1993 - 2003",t
ForvUtlAlder,Share of gainfully employed foreign born age 20-64 by age group. Year 2015 - 2018,t
NattSNI07KonK,"Gainfully employed 16+ years by region of residence (RAMS), by region, industry SNI2007 and sex. Year 2008 - 2018",t
ForvFodreg,Share of gainfully employed age 20-64 by region of birth. Year 2015 - 2018,t
NattSNIKonK,"Gainfully employed 16+ years by region of residence (RAMS), by region, industry SNI2002 and sex. Year 2004 - 2007",t
NattSektAldK,"Gainfully employed 16+ years by region of residence (RAMS), by region, sector, age and sex. Year 2004 - 2018",t
ForetBolForm,"Number of self-employed by region, form of company and sex. Year 2015 - 2018",t
NattSNI07FoR,"Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI2007, country of birth and sex.  Year 2008 - 2018",t
NattSniFoR,"Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI2002, country of birth and sex. Year 2004 - 2007",t
NattSNI07MbR,"Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI2007, country of citizenship and sex. Year 2008 - 2018",t
NattSniMbR,"Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI2002, country of citizenship and sex. Year 2004 - 2007",t
NattSNI07YrkstAldR,"Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI2007, status in employment, age and sex. Year 2008 - 2018",t
NattSniYrkstAldR,"Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI2002, status in employment, age and sex.  Year 2004 - 2007",t
RAMSForvInt04,"Gainful employment rate 20-64 years by region, born in Sweden and foreign born and sex.  Year 2004 - 2018",t
AMPAK4,"Gainfully employed 16+ years by region of residence (RAMS), by region, industry SNI92 and sex. 1993-2003 1993 - 2003",t
RAMSNSektAldK,"Gainfully employed 16+ years by region of residence (RAMS), by region, sector, age and sex. 1993-2003 1993 - 2003",t
RAMSNSNIFoR,"Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI92, country of birth and sex.  1993-2003 1993 - 2003",t
RAMSNSNIMbR,"Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI92, country of citizenship and sex.  1993-2003 1993 - 2003",t
RAMSNSNIYrkstAldR,"Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI92, status in employment and sex.  1993-2003 1993 - 2003",t
RAMSForvInt03,"Gainful employment rate 20-64 years by region, born in Sweden and foreign born and sex. Year 1993 - 2003",t
DagSNI07KonK,"Gainfully employed 16+ years by region of work (RAMS), by region, industry SNI 2007 and sex. Year 2008 - 2018",t
DagSNIKonK,"Gainfully employed 16+ years by region of work (RAMS), by region, industry SNI 2002 and sex. Year 2004 - 2007",t
DagSektAldK,"Gainfully employed 16+ years by region of work (RAMS), by region, sector, age and sex. Year 2004 - 2018",t
DagSNI07UtbnStorlkR,"Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI 2007, level of education, size class of the local unit and sex. Year 2008 - 2018",t
DagSniUtbnStorlkR,"Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI 2002, level of education, size class of the local unit and sex. Year 2004 - 2007",t
DagSNI07YrkstAldR,"Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI 2007, status in employment, age and sex. Year 2008 - 2018",t
DagSniYrkstAldR,"Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI 2002, status in employment, age and sex. Year 2004 - 2007",t
DagSNI07YrkstUtbnR,"Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI 2007, status in employment, level of education and sex. Year 2008 - 2018",t
DagSniYrkstUtbnR,"Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI 2002 , status in employment, level of education  and sex. Year 2004 - 2007",t
AMPAK3,"Gainfully employed 16+ years by region of work (RAMS), by region, industry SNI92 and sex. 1993-2003 1990 - 2003",t
RAMSDSektAldK,"Gainfully employed 16+ years by region of work (RAMS), by region, sector, age and sex. 1993-2003 1993 - 2003",t
RAMSDSNIUtbnStorlkR,"Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI92, level of education, size class of the local unit and sex. 1993-2003 1993 - 2003",t
RAMSDSNIYrkstAldR,"Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI92 (43 study domains), status in employment, age and sex. Year 1993 - 2003",t
RAMSDSNIYrkstUtbnR,"Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI92 ,status in employment, level of education  and sex. 1993-2003 1993 - 2003",t
AMPAK1,"Population 16+ years (ÅRSYS) by region, employment, age and sex. Year 1985 - 1993",t
YREG1N,"The population 16+ years by region, employment status, age and sex. Year 2019 - 2021",t
YREG1,"The population 16+ years by region, employment status, age and sex. Year 2001 - 2018",t
YREG61BAS,"Employees 16-64 years at national level by occupation (3-digit SSYK 2012), industry SNI2007 (aggr. level), age and sex. BAS. Year 2022",t
YREG61N,"Employees 16-64 years at national level by occupation (3-digit SSYK 2012), industry SNI2007 (aggr. level), age and sex.  Year 2019 - 2021",t
YREG62BAS,"Employees 16-64 years at national level by occupation (3-digit SSYK 2012, sector, age and sex. BAS. Year 2022",t
YREG62N,"Employees 16-64 years at national level by occupation (3-digit SSYK 2012, sector, age and sex.  Year 2019 - 2021",t
YREG64BAS,"Employees 16-64 years at national level by occupation (3-digit SSYK 2012), orientation of education (SUN 2020), age and sex. BAS. Year 2022",t
YREG63BAS,"Employees 16-64 years at national level by occupation (3-digit SSYK 2012), level of education SUN 2020, age and sex. BAS. Year 2022",t
YREG63N,"Employees 16-64 years at national level by occupation (3-digit SSYK 2012), level of education SUN 2020, age and sex.  Year 2019 - 2021",t
YREG64N,"Employees 16-64 years at national level by occupation (3-digit SSYK 2012), orientation of education (SUN 2020), age and sex.  Year 2019 - 2021",t
YREG65BAS,"Employees 16-64 years at national level by occupation (3-digit SSYK 2012), region of birth and sex. BAS.  Year 2022",t
YREG65N,"Employees 16-64 years at national level by occupation (3-digit SSYK 2012), region of birth and sex.  Year 2019 - 2021",t
YREG66BAS,"Employees 16-64 years at national level by occupation (3-digit SSYK 2012), size class of the local unit, industry SNI2007 (aggr. level), and sex. BAS. Year 2022",t
YREG66N,"Employees 16-64 years at national level by occupation (3-digit SSYK 2012), size class of the local unit, industry SNI2007 (aggr. level), and sex.  Year 2019 - 2021",t
YREG61,"Employees 16-64 years at national level by occupation (3-digit SSYK 2012), industry SNI2007 (aggr. level), age and sex. Year 2014 - 2018",t
YREG62,"Employees 16-64 years at national level by occupation (3-digit SSYK 2012, sector, age and sex. Year 2014 - 2018",t
YREG63,"Employees 16-64 years at national level by occupation (3-digit SSYK 2012), level of education SUN 2000, age and sex. Year 2014 - 2018",t
YREG64,"Employees 16-64 years at national level by occupation (3-digit SSYK 2012), orientation of education (SUN 2000), age and sex. Year 2014 - 2018",t
YREG65,"Employees 16-64 years at national level by occupation (3-digit SSYK 2012), region of birth and sex. Year 2014 - 2018",t
YREG66,"Employees 16-64 years at national level by occupation (3-digit SSYK 2012), size class of the local unit, industry SNI2007 (aggr. level), and sex. Year 2014 - 2018",t
YREG20,"Employees 16-64 years at national level by occupation (3-digit SSYK 96), industry SNI 2002 (aggr. level), age and sex. Year 2001 - 2010",t
YREG2007,"Employees 16-64 years at national level by occupation (3-digit SSYK 96), industry SNI2007 (aggr. level), age and sex. Year 2008 - 2013",t
YREG18,"Employees 16-64 years at national level by occupation (3-digit SSYK 96), sector, age and sex. Year 2001 - 2013",t
YREG26,"Employees 16-64 years at national level by occupation (3-digit SSYK 96), level of education SUN 2000, age and sex. Year 2001 - 2013",t
YREG27,"Employees 16-64 years at national level by occupation (3-digit SSYK 96), orientation of education (SUN 2000), age and sex. Year 2001 - 2013",t
YREG41,"Employees 16-64 years at national level by occupation (3-digit SSYK 96), size class of the local unit, industry SNI 2002 (aggr. level), and sex. Year 2007 - 2010",t
YREG4107,"Employees 16-64 years at national level by occupation (3-digit SSYK 96), size class of the local unit, industry SNI2007 (aggr. level), and sex. Year 2008 - 2013",t
YREG50BAS,"Employees 16-64 years at national level by occupation (4-digit SSYK 2012), sector and sex. BAS. Year 2022",t
YREG50N,"Employees 16-64 years at national level by occupation (4-digit SSYK 2012), sector and sex.  Year 2019 - 2021",t
YREG51BAS,"Employees 16-64 years at national level by occupation (4-digit SSYK 2012), level of education SUN 2020, age and sex. BAS. Year 2022",t
YREG51N,"Employees 16-64 years at national level by occupation (4-digit SSYK 2012), level of education SUN 2020, age and sex.  Year 2019 - 2021",t
YREG52BAS,"Employees 16-64 years at national level by occupation (4-digit SSYK 2012), orientation of education (SUN 2020), age and sex. BAS. Year 2022",t
YREG52N,"Employees 16-64 years at national level by occupation (4-digit SSYK 2012), orientation of education (SUN 2020), age and sex.  Year 2019 - 2021",t
YREG53BAS,"Employees 16-64 years at national level by occupation (4-digit SSYK 2012), region of birth and sex. BAS. Year 2022",t
YREG53N,"Employees 16-64 years at national level by occupation (4-digit SSYK 2012), region of birth and sex.  Year 2019 - 2021",t
YREG54BAS,"Employees 16-64 years at national level by occupation (4-digit SSYK 2012), industry SNI2007 (aggr. level), age and sex. BAS. Year 2022",t
YREG54N,"Employees 16-64 years at national level by occupation (4-digit SSYK 2012), industry SNI2007 (aggr. level), age and sex.  Year 2019 - 2021",t
YREG50,"Employees 16-64 years at national level by occupation (4-digit SSYK 2012), sector and sex. Year 2014 - 2018",t
YREG51,"Employees 16-64 years at national level by occupation (4-digit SSYK 2012), level of education SUN 2000, age and sex. Year 2014 - 2018",t
YREG52,"Employees 16-64 years at national level by occupation (4-digit SSYK 2012), orientation of education (SUN 2000), age and sex. Year 2014 - 2018",t
YREG53,"Employees 16-64 years at national level by occupation (4-digit SSYK 2012), region of birth and sex. Year 2014 - 2018",t
YREG54,"Employees 16-64 years at national level by occupation (4-digit SSYK 2012), industry SNI2007 (aggr. level), age and sex. Year 2014 - 2018",t
YREG33,"Employees 16-64 years at national level by occupation (4-digit SSYK 96), sector and sex. Year 2005 - 2013",t
Yreg34,"Employees 16-64 years at national level by occupation (4-digit SSYK 96), level of education SUN 2000, age and sex. Year 2005 - 2013",t
YREG35,"Employees 16-64 years at national level by occupation (4-digit SSYK 96), orientation of education (SUN 2000), age and sex. Year 2005 - 2013",t
YREG40,"Employees 16-64 years at national level by occupation (4-digit SSYK 96), industry SNI 2002 (aggr. level), age and sex. Year 2005 - 2010",t
YREG4007,"Employees 16-64 years at national level by occupation (4-digit SSYK 96), industry SNI2007 (aggr. level), age and sex. Year 2008 - 2013",t
YREG55BAS,"Employees 16-64 years by region of residence, occupation (3-digit SSYK 2012), age and sex. BAS. Year 2022",t
YREG55N,"Employees 16-64 years by region of residence, occupation (3-digit SSYK 2012), age and sex.  Year 2019 - 2021",t
YREG55,"Employees 16-64 years by region of residence, occupation (3-digit SSYK 2012), age and sex. Year 2014 - 2018",t
YREG14,"Employees 16-64 years by region of residence, occupation (3-digit SSYK 96), age and sex. Year 2001 - 2013",t
YREG56BAS,"Employees 16-64 years by region of work, occupation (3-digit SSYK 2012), industry SNI2007 (aggr. level) and sex. BAS. Year 2022",t
YREG56N,"Employees 16-64 years by region of work, occupation (3-digit SSYK 2012), industry SNI2007 (aggr. level) and sex.  Year 2019 - 2021",t
YREG57BAS,"Employees 16-64 years by region of work, occupation (3-digit SSYK 2012), age and sex. BAS. Year 2022",t
YREG57N,"Employees 16-64 years by region of work, occupation (3-digit SSYK 2012), age and sex.  Year 2019 - 2021",t
YREG58BAS,"Employees 16-64 years by region of work, occupation (3-digit SSYK 2012) and sex. BAS. Year 2022",t
YREG58N,"Employees 16-64 years by region of work, occupation (3-digit SSYK 2012) and sex.  Year 2019 - 2021",t
YREG59BAS,"Employees 16-64 years by region of work, occupation (3-digit SSYK 2012), sector and sex. BAS. Year 2022",t
YREG59N,"Employees 16-64 years by region of work, occupation (3-digit SSYK 2012), sector and sex.  Year 2019 - 2021",t
YREG56,"Employees 16-64 years by region of work, occupation (3-digit SSYK 2012), industry SNI2007 (aggr. level) and sex. Year 2014 - 2018",t
YREG57,"Employees 16-64 years by region of work, occupation (3-digit SSYK 2012), age and sex. Year 2014 - 2018",t
YREG58,"Employees 16-64 years by region of work, occupation (3-digit SSYK 2012) and sex. Year 2014 - 2018",t
YREG59,"Employees 16-64 years by region of work, occupation (3-digit SSYK 2012), sector and sex. Year 2014 - 2018",t
YREG21,"Employees 16-64 years by region of work, occupation (3-digit SSYK 96), industry SNI 2002 (aggr. level) and sex. Year 2001 - 2010",t
YREG2107,"Employees 16-64 years by region of work, occupation (3-digit SSYK 96), industry SNI2007 (aggr. level) and sex. Year 2008 - 2013",t
YREG16,"Employees 16-64 years by region of work, occupation (3-digit SSYK 96), age and sex. Year 2001 - 2013",t
YREG17,"Employees 16-64 years by region of work, occupation (3-digit SSYK 96) and sex. Year 2001 - 2013",t
YREG19,"Employees 16-64 years by region of work, occupation (3-digit SSYK 96), sector and sex. Year 2001 - 2013",t
YREG60BAS,"Employees 16-64 years by region of work, occupation (4-digit SSYK 2012) and sex. BAS. Year 2022",t
YREG60N,"Employees 16-64 years by region of work, occupation (4-digit SSYK 2012) and sex.  Year 2019 - 2021",t
YREG60,"Employees 16-64 years by region of work, occupation (4-digit SSYK 2012) and sex. Year 2014 - 2018",t
YREG02EGF12BAS,"Self employed by region of work (NUTS2), occupation (3-digit SSYK 2012), age and sex. BAS. Year 2022",t
YREG02EGF12N,"Self employed by region of work (NUTS2), occupation (3-digit SSYK 2012), age and sex.  Year 2019 - 2021",t
YREG03EGF12BAS,"Self employed by national level, occupation (4-digit SSYK 2012), region of birth and sex. BAS. Year 2022",t
YREG03EGF12N,"Self employed by national level, occupation (4-digit SSYK 2012), region of birth and sex.  Year 2019 - 2021",t
YREG02EGF12,"Self employed by region of work (NUTS2), occupation (3-digit SSYK 2012), age and sex. Year 2014 - 2018",t
YREG03EGF12,"Self employed by national level, occupation (4-digit SSYK 2012), region of birth and sex. Year 2014 - 2018",t
SjukloneperiodSektor,Number  of sickperiods and sickdays per employee distributed by sex and sector. Quaterly 2015K2 - 2023K4,t
KSjuSNI2007,Number of sick days and sick periods distributed by sex and industrial classification SNI2007 (production-and service industry). Quarter 2009K1 - 2023K4,t
KSjuSNI2002,Number of sickdays and sickperiods distributed by sex and industrial classification SNI2002 (production-and service industry). Quaterly 2006K1 - 2009K1,t
SjukloneperiodSekt,Number  of sickperiods and sickdays per employee distributed by sex and sector (old Institutional Sectors). Quaterly 2006K1 - 2015K1,t
ArbStatusM,"Labour market status by region, sex, age and region of birth. Preliminary statistics. Month 2020M01 - 2024M02",t
ArbStatusKv,"Labour market status by region, sex, age and region of birth. Preliminary statistics. Quarter 2020K1 - 2023K4",t
ArbStatusAr,"Labour market status by region, sex, age and region of birth. Preliminary statistics. Year 2020 - 2023",t
ArbStatFoT1,"Labour market status by region, main source of income, sex, age and region of birth. Preliminary statistics. Month 2020M01 - 2024M02",t
ArbStatFAT12,"Labour market status by region, work-related income level, sex, age and region of birth. Preliminary statistics. Month 2020M01 - 2024M02",t
ArbStatHuv,"Labour market status by region, main source of income, work-related income level, sex, age and region of birth. Preliminary statistics. Month 2020M01 - 2024M02",t
ZArbStatusM,"Labour market status by region, sex, age and region of birth. Final statistics. Month 2020M01 - 2022M12",t
ZArbStatusKv,"Labour market status by region, sex, age and region of birth. Final statistics. Quarter 2020K1 - 2022K4",t
ZArbStatusAr,"Labour market status by region, sex, age and region of birth. Final statistics. Year 2020 - 2022",t
ZArbStatFoT1,"Labour market status by region, main source of income, sex, age and region of birth. Final statistics. Month 2020M01 - 2022M12",t
ZArbStatFAT12,"Labour market status by region, work-related income level, sex, age and region of birth. Final statistics. Month 2020M01 - 2022M12",t
ZArbStatHuv,"Labour market status by region, main source of income, work-related income level, sex, age and region of birth. Final statistics. Month 2020M01 - 2022M12",t
ArRegArbStatus,"Labour market status by region, sex, age and region of birth. Annual register. Year 2020 - 2022",t
ArRegArbStatFoT1,"Labour market status by region, main source of income, sex, age and region of birth. Annual register. Year 2020 - 2022",t
ArRegArbStatFAT12,"Labour market status by region, work-related income level, sex, age and region of birth. Annual register. Year 2020 - 2022",t
ArRegArbStatHuv,"Labour market status by region, main source of income, work-related income level, sex, age and region of birth. Annual register. Year 2020 - 2022",t
ArbStDoNMNN,"Employed 15-74 years by region, sex, industrial classification (NACE Rev. 2) and region of birth. Preliminary statistics. Month 2020M01 - 2024M02",t
ArbStDoNKvNN,"Employed 15-74 years by region, sex, industrial classification (NACE Rev. 2) and region of birth. Preliminary statistics. Quarter 2020K1 - 2023K4",t
ArbStDoNArNN,"Employed 15-74 years by region, sex, industrial classification (NACE Rev. 2) and region of birth. Preliminary statistics. Year 2020 - 2023",t
YrkStallningM,"Employed 15-74 years by region, status in employment, sex, age and region of birth. Preliminary statistics. Month 2020M01 - 2024M02",t
YrkStallningKv,"Employed 15-74 years by region, status in employment, sex, age and region of birth. Preliminary statistics. Quarter 2020K1 - 2023K4",t
YrkStallningAr,"Employed 15-74 years by region, status in employment, sex, age and region of birth. Preliminary statistics. Year 2020 - 2023",t
SektorSyssM,"Employed 15-74 years by region, sector, sex, age and region of birth. Preliminary statistics. Month  2020M01 - 2024M02",t
SektorSyssKv,"Employed 15-74 years by region, sector, sex, age and region of birth. Preliminary statistics. Quarter 2020K1 - 2023K4",t
SektorSyssAr,"Employed 15-74 years by region, sector, sex, age and region of birth. Preliminary statistics. Year 2020 - 2023",t
ZArbStDoNMN,"Employed 15-74 years by region, sex, industrial classification (NACE Rev. 2) and region of birth. Final statistics. Month 2020M01 - 2022M12",t
ZArbStDoNKvN,"Employed 15-74 years by region, sex, industrial classification (NACE Rev. 2) and region of birth. Final statistics. Quarter 2020K1 - 2022K4",t
ZArbStDoNArN,"Employed 15-74 years by region, sex, industrial classification (NACE Rev. 2) and region of birth. Final statistics. Year 2020 - 2022",t
ZYrkStallningM,"Employed 15-74 years by region, status in employment, sex, age and region of birth. Final statistics. Month 2020M01 - 2022M12",t
ZYrkStallningKv,"Employed 15-74 years by region, status in employment, sex, age and region of birth. Final statistics2. Quarter 2020K1 - 2022K4",t
ZYrkStallningAr,"Employed 15-74 years by region, status in employment, sex, age and region of birth. Final statistics. Year 2020 - 2022",t
ZSektorSyssM,"Employed 15-74 years by region, sector, sex, age and region of birth. Final statistics. Month  2020M01 - 2022M12",t
ZSektorSyssKv,"Employed 15-74 years by region, sector, sex, age and region of birth. Final statistics. Quarter 2020K1 - 2022K4",t
ZSektorSyssAr,"Employed 15-74 years by region, sector, sex, age and region of birth. Final statistics. Year 2020 - 2022",t
ArRegArbStDoN,"Employed 15-74 years by region, sex, industrial classification (NACE Rev. 2) and region of birth. Annual register. Year 2020 - 2022",t
ArRegUtb,"Employed 15-74 years by region, sex, industrial classification (NACE Rev. 2) and level of education. Annual register. Year 2020 - 2022",t
ArRegYrkStallning,"Employed 15-74 years by region, status in employment, sex, age and region of birth. Annual register. Year 2020 - 2022",t
ArRegSektorSyss,"Employed 15-74 years by region, sector, sex, age and region of birth. Annual register. Year 2020 - 2022",t
ArRegPend1,"Employed 15-74 years by residence location in relation to workplace location, municipality and sex. Annual register. Year 2020 - 2022",t
ArRegPend2,"Employed 15-74 years, by municipality of residence, municipality of work and sex. Annual register. Year 2020 - 2022",t
AKIAM07,"Labour cost index for wage-earners in private sector (AKI), NACE rev. 2. Month 2008M01 - 2024M02",t
AKITM07,"Labour cost index for salaried employees in private sector (AKI), NACE rev. 2. Month 2008M01 - 2024M02",t
LOIAK07,"Index for direct wages for wage-earners in private sector (LÖI), NACE rev. 2. Month 2008M01 - 2024M02",t
LOITK07,"Index for direct salaries for salaried employees in private sector (LÖI), NACE rev. 2. Month 2008M01 - 2024M02",t
AKIAM,"Labour cost index for wage-earners in private sector, NACE rev. 1.1 (not updated). Month 1996M01 - 2008M12",t
AKIIM,"Labour cost index for wage-earners in mining, quarrying and manufacturing, NACE rev. 1.1 (not updated). Month 1996M01 - 2008M12",t
AKITM,"Labour cost index for salaried employees in private sector, NACE rev. 1.1 (not updated). Month 1996M01 - 2008M12",t
LOIAK,"Index for direct wages for wage-earners in private sector, NACE rev. 1.1 (not updated). Month 1996M01 - 2008M12",t
LOIIM,"Index for direct wages for wage-earners in mining, quarrying and manufacturing, NACE rev. 1.1 (not updated). Month 1996M01 - 2008M12",t
LOITK,"Index for direct salaries for salaried employees in private sector, NACE rev. 1.1 (not updated). Month 1996M01 - 2008M12",t
SnabbStatAM0301,"Labour cost index (AKI), percentage change from corresponding month last year. Month 2009M01 - 2024M02",t
LSUMLan,"Gross pay (SEK), preliminary tax and number of  statements of income distributed by region. Year 1998 - 2022",t
LSUMkommunNatt,Gross pay (SEK) and number of statements of income distributed by region of residence. Year 2010 - 2022,t
LSUMkommun,Gross pay (SEK) and number of statements of income distrubuted by region of work and residence. Year 2005 - 2022,t
LSUMkommunkon,Gross pay (SEK) and number of statements of income distributed by region of work and residence and sex. Year 2005 - 2022,t
NAKUBefolkning2M,"Population aged 15-74 (LFS) by sex, age and labour status. Month 2001M01 - 2024M04",t
NAKUBefolkning2K,"Population aged 15-74 (LFS) by sex, age and labour status. Quarter 2001K1 - 2024K1",t
NAKUBefolkning2Ar,"Population aged 15-74 (LFS) by sex, age and labour status. Year 2001 - 2023",t
NAKUSysselsatta2M,"Employed aged 15-74 (LFS), of which at work and of which absent from work the whole week by sex and age. Month 2001M01 - 2024M04",t
NAKUSysselsatta2K,"Employed aged 15-74 (LFS), of which at work and of which absent from work the whole week by sex and age. Quarter 2001K1 - 2024K1",t
NAKUSysselsatta2Ar,"Employed aged 15-74 (LFS), of which at work and of which absent from work the whole week by sex and age. Year 2001 - 2023",t
NAKUSysselAnk2M,"Employed persons aged 15-74 (LFS) by degree of attachment to the labour market, sex and age.  Month 2001M01 - 2024M04",t
NAKUSysselAnk2K,"Employed persons aged 15-74 (LFS) by degree of attachment to the labour market, sex and age.  Quarter 2001K1 - 2024K1",t
NAKUSysselAnk2Ar,"Employed persons aged 15-74 (LFS) by degree of attachment to the labour market, sex and age.  Year 2001 - 2023",t
NAKUSysselSNI07M,"Employed persons aged 15-74 (LFS) by degree of attachment to the labour market, industrial classification NACE Rev. 2.0 and sex. Month 2005M01 - 2024M04",t
NAKUSysselSNI07K,"Employed persons aged 15-74 (LFS) by degree of attachment to the labour market, industrial classification NACE Rev. 2.0 and sex. Quarter 2005K1 - 2024K1",t
NAKUSysselSNI07Ar,"Employed persons aged 15-74 (LFS) by degree of attachment to the labour market, industrial classification NACE Rev. 2.0 and sex. Year 2005 - 2023",t
NAKUSysselYrke2012M,"Employed persons aged 15-74 (LFS) by attachment to the labour market, occupation SSYK 2012 and sex. Month 2015M01 - 2024M04",t
NAKUSysselYrke2012K,"Employed persons aged 15-74 (LFS) by attachment to the labour market, occupation SSYK 2012 and sex. Quarter 2015K1 - 2024K1",t
NAKUSysselYrke2012Ar,"Employed persons aged 15-74 (LFS) by attachment to the labour market, occupation SSYK 2012 and sex. Year 2015 - 2023",t
NAKUSyssStudHelDelM,"Employed who study aged 15-74 (LFS) by full-time/part-time studies, sex and age. Month 2005M01 - 2024M04",t
NAKUSyssStudHelDelK,"Employed who study aged 15-74 (LFS) by full-time/part-time studies, sex and age. Quarter 2005K1 - 2024K1",t
